9,"H02{0.04667, 0, -0.294662}"
9,"H13{1.470241, 0, -2.991602}"
9,"H23{1.553035, 0, -2.069612}"
9,"H24{1.987862, 0, -2.581969}"
9,"H35{1.753048, 0, 0.157725}"
9,"H45{2.261142, 0, -0.197578}"
10,"P0{0, 0, 0}"
10,"P1{-0.1453, 0, -1.1232}"
10,"S01{0.277926, 0, -1.576195}"
10,"H02{0.051805, 0, -0.293803}"
10,"H13{1.540943, 0, -2.92805}"
10,"H23{1.628582, 0, -2.006508}"
10,"H24{2.083733, 0, -2.500898}"
10,"H35{1.840299, 0, 0.219747}"
10,"H45{2.360905, 0, -0.116956}"
11,"P0{0, 0, 0}"
11,"P1{-0.1453, 0, -1.1232}"
11,"S01{0.305392, 0, -1.571104}"
11,"H02{0.056925, 0, -0.292854}"
11,"H13{1.606663, 0, -2.864327}"
11,"H23{1.69883, 0, -1.943227}"
11,"H24{2.172782, 0, -2.419623}"
11,"H35{1.921486, 0, 0.281961}"
11,"H45{2.453675, 0, -0.036118}"
12,"P0{0, 0, 0}"
12,"P1{-0.1453, 0, -1.1232}"
12,"S01{0.332765, 0, -1.565535}"
12,"H02{0.062027, 0, -0.291816}"
12,"H13{1.667689, 0, -2.800689}"
12,"H23{1.764134, 0, -1.880027}"
12,"H24{2.255464, 0, -2.33848}"
12,"H35{1.997126, 0, 0.344102}"
12,"H45{2.539985, 0, 0.044595}"
13,"P0{0, 0, 0}"
13,"P1{-0.1453, 0, -1.1232}"
13,"S01{0.360036, 0, -1.559489}"
13,"H02{0.067111, 0, -0.290689}"
13,"H13{1.724305, 0, -2.737349}"
13,"H23{1.824831, 0, -1.817123}"
13,"H24{2.332214, 0, -2.257744}"
13,"H35{2.067681, 0, 0.405951}"
13,"H45{2.620321, 0, 0.124901}"
14,"P0{0, 0, 0}"
14,"P1{-0.1453, 0, -1.1232}"
14,"S01{0.387198, 0, -1.552968}"
14,"H02{0.072174, 0, -0.289473}"
14,"H13{1.776791, 0, -2.674479}"
14,"H23{1.881241, 0, -1.75469}"
14,"H24{2.403446, 0, -2.177639}"
14,"H35{2.133569, 0, 0.467329}"
14,"H45{2.695136, 0, 0.204569}"
15,"P0{0, 0, 0}"
15,"P1{-0.1453, 0, -1.1232}"
15,"S01{0.414242, 0, -1.545974}"
15,"H02{0.077215, 0, -0.288169}"
15,"H13{1.825418, 0, -2.612217}"
15,"H23{1.933665, 0, -1.692868}"
15,"H24{2.469547, 0, -2.098347}"
15,"H35{2.195168, 0, 0.52809}"
15,"H45{2.764847, 0, 0.283416}"
16,"P0{0, 0, 0}"
16,"P1{-0.1453, 0, -1.1232}"
16,"S01{0.44116, 0, -1.538509}"
