72,"H23{2.503263, 0, 0.610142}"
72,"H24{3.143952, 0, 0.812878}"
72,"H35{3.318214, 0, 2.692663}"
72,"H45{3.753481, 0, 3.134187}"
73,"P0{0, 0, 0}"
73,"P1{-0.1453, 0, -1.1232}"
73,"S01{1.530575, 0, -0.467944}"
73,"H02{0.285299, 0, -0.087225}"
73,"H13{2.155112, 0, -0.223754}"
73,"H23{2.498089, 0, 0.636064}"
73,"H24{3.136832, 0, 0.844849}"
73,"H35{3.326648, 0, 2.713208}"
73,"H45{3.751441, 0, 3.164818}"
74,"P0{0, 0, 0}"
74,"P1{-0.1453, 0, -1.1232}"
74,"S01{1.538509, 0, -0.44116}"
74,"H02{0.286778, 0, -0.082232}"
74,"H13{2.144023, 0, -0.195892}"
74,"H23{2.492742, 0, 0.661613}"
74,"H24{3.129515, 0, 0.876331}"
74,"H35{3.335175, 0, 2.733169}"
74,"H45{3.748756, 0, 3.195068}"
75,"P0{0, 0, 0}"
75,"P1{-0.1453, 0, -1.1232}"
75,"S01{1.545974, 0, -0.414242}"
75,"H02{0.288169, 0, -0.077215}"
75,"H13{2.132658, 0, -0.168313}"
75,"H23{2.487234, 0, 0.686787}"
75,"H24{3.122016, 0, 0.907323}"
75,"H35{3.343818, 0, 2.752532}"
75,"H45{3.745314, 0, 3.224973}"
