in:wing1,in:wing2,out:wing1,out:wing2,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37
51,10,51,10,2.731193,2.508469,2.285746,2.063022,1.840299,7.39914,7.090527,6.781914,6.473301,6.164688,6.164688,2.905972,2.683248,2.460525,2.237801,2.015078,7.573728,7.265115,6.956502,6.647889,6.647889,6.339277,3.128695,7.882341,2.953916,7.707752,2.929944,2.707221,2.484497,2.261773,2.261773,2.03905,7.64074,7.332127,7.023515,6.714902,6.406289,2.159675,3.369757,4.579838,5.789919,7,1.969204,3.226903,4.484602,5.742301,7,7,1.210081,2.420162,3.630243,4.840325,6.050406,1.257699,2.515398,3.773097,5.030796,5.030796,6.288495,0,0,0.949594,0.711505,1.079838,2.289919,3.5,4.710081,4.710081,5.920162,0.984602,2.242301,3.5,4.757699,6.015398,1.546238,1.214615,0.882993,0.55137,0.219747,2.235549,1.032395,-0.170758,-1.373911,-2.577064,-2.577064,1.806475,1.474852,1.143229,0.811606,0.479984,2.916195,1.713042,0.509889,-0.693264,-0.693264,-1.896417,2.138097,4.119349,1.877861,3.438702,1.72551,1.393888,1.062265,0.730642,0.730642,0.399019,2.780748,1.577595,0.374442,-0.828712,-2.031865
52,10,52,10,2.73888,2.514235,2.289589,2.064944,1.840299,7.382188,7.077813,6.773438,6.469063,6.164688,6.164688,2.914886,2.690241,2.465595,2.24095,2.016304,7.552935,7.24856,6.944186,6.639811,6.639811,6.335436,3.139531,7.85731,2.963526,7.686563,2.939206,2.71456,2.489915,2.26527,2.26527,2.040624,7.619749,7.315374,7.010999,6.706624,6.402249,2.158626,3.36897,4.579313,5.789657,7,1.964913,3.223685,4.482456,5.741228,7,7,1.210343,2.420687,3.63103,4.841374,6.051717,1.258772,2.517544,3.776315,5.035087,5.035087,6.293859,0,0,0.948283,0.706141,1.079313,2.289657,3.5,4.710343,4.710343,5.920687,0.982456,2.241228,3.5,4.758772,6.017544,1.568403,1.231239,0.894075,0.556911,0.219747,2.322792,1.097828,-0.127136,-1.3521,-2.577064,-2.577064,1.832566,1.495402,1.158237,0.821073,0.483909,3.009968,1.785004,0.56004,-0.664924,-0.664924,-1.889888,2.16973,4.234932,1.905567,3.547756,1.753618,1.416454,1.07929,0.742126,0.742126,0.404962,2.889531,1.664567,0.439603,-0.785362,-2.010326
53,10,53,10,2.746361,2.519846,2.29333,2.066814,1.840299,7.363946,7.064132,6.764317,6.464503,6.164688,6.164688,2.923551,2.697035,2.47052,2.244004,2.017488,7.530743,7.230929,6.931114,6.6313,6.6313,6.331486,3.150067,7.830558,2.972877,7.663761,2.948214,2.721698,2.495183,2.268667,2.268667,2.042151,7.597252,7.297437,6.997623,6.697809,6.397994,2.157586,3.36819,4.578793,5.789397,7,1.960706,3.22053,4.480353,5.740177,7,7,1.210603,2.421207,3.63181,4.842414,6.053017,1.259823,2.519647,3.77947,5.039294,5.039294,6.299117,0,0,0.946983,0.700883,1.078793,2.289397,3.5,4.710603,4.710603,5.921207,0.980353,2.240177,3.5,4.759823,6.019647,1.590203,1.247589,0.904975,0.562361,0.219747,2.409144,1.162592,-0.08396,-1.330512,-2.577064,-2.577064,1.858209,1.515595,1.172981,0.830367,0.487754,3.102644,1.856092,0.60954,-0.637012,-0.637012,-1.883564,2.200823,4.349196,1.932816,3.655696,1.781288,1.438674,1.096061,0.753447,0.753447,0.410833,2.997458,1.750906,0.504354,-0.742198,-1.98875
54,10,54,10,2.75365,2.525312,2.296974,2.068637,1.840299,7.344414,7.049482,6.754551,6.45962,6.164688,6.164688,2.931984,2.703647,2.475309,2.246971,2.018633,7.507154,7.212222,6.917291,6.62236,6.62236,6.327428,3.160322,7.802085,2.981988,7.639345,2.956986,2.728648,2.500311,2.271973,2.271973,2.043635,7.573249,7.278318,6.983387,6.688455,6.393524,2.156555,3.367417,4.578278,5.789139,7,1.956581,3.217436,4.478291,5.739145,7,7,1.210861,2.421722,3.632583,4.843445,6.054306,1.260855,2.521709,3.782564,5.043419,5.043419,6.304274,0,0,0.945694,0.695726,1.078278,2.289139,3.5,4.710861,4.710861,5.921722,0.978291,2.239145,3.5,4.760855,6.021709,1.611639,1.263666,0.915693,0.56772,0.219747,2.494644,1.226717,-0.04121,-1.309137,-2.577064,-2.577064,1.88341,1.535437,1.187464,0.839491,0.491518,3.194272,1.926345,0.658419,-0.609508,-0.609508,-1.877435,2.231383,4.462199,1.959612,3.76257,1.808525,1.460552,1.112579,0.764606,0.764606,0.416633,3.104596,1.836669,0.568742,-0.699185,-1.967112
55,10,55,10,2.760761,2.530645,2.30053,2.070414,1.840299,7.323586,7.033862,6.744137,6.454413,6.164688,6.164688,2.940203,2.710087,2.479972,2.249856,2.019741,7.482163,7.192439,6.902714,6.61299,6.61299,6.323266,3.170318,7.771888,2.990876,7.613311,2.965539,2.735424,2.505308,2.275193,2.275193,2.045077,7.547737,7.258012,6.968288,6.678564,6.388839,2.155534,3.366651,4.577767,5.788884,7,1.952534,3.2144,4.476267,5.738133,7,7,1.211116,2.422233,3.633349,4.844466,6.055582,1.261867,2.523733,3.7856,5.047466,5.047466,6.309333,0,0,0.944418,0.690667,1.077767,2.288884,3.5,4.711116,4.711116,5.922233,0.976267,2.238133,3.5,4.761867,6.023733,1.632717,1.279475,0.926232,0.57299,0.219747,2.579331,1.290232,0.001134,-1.287965,-2.577064,-2.577064,1.908173,1.55493,1.201688,0.848445,0.495203,3.284903,1.995805,0.706706,-0.582393,-0.582393,-1.871492,2.261415,4.574002,1.98596,3.86843,1.835333,1.482091,1.128848,0.775606,0.775606,0.422363,3.21101,1.921912,0.632813,-0.656286,-1.945385
56,10,56,10,2.767705,2.535854,2.304002,2.07215,1.840299,7.301454,7.017262,6.733071,6.44888,6.164688,6.164688,2.948222,2.71637,2.484518,2.252666,2.020815,7.455762,7.171571,6.88738,6.603188,6.603188,6.318997,3.180073,7.739954,2.999557,7.585645,2.973889,2.742038,2.510186,2.278334,2.278334,2.046483,7.520704,7.236512,6.952321,6.66813,6.383938,2.154523,3.365892,4.577261,5.788631,7,1.948561,3.21142,4.47428,5.73714,7,7,1.211369,2.422739,3.634108,4.845477,6.056847,1.26286,2.52572,3.78858,5.051439,5.051439,6.314299,0,0,0.943153,0.685701,1.077261,2.288631,3.5,4.711369,4.711369,5.922739,0.97428,2.23714,3.5,4.76286,6.02572,1.653439,1.295016,0.936593,0.57817,0.219747,2.663248,1.35317,0.043092,-1.266986,-2.577064,-2.577064,1.932502,1.574079,1.215656,0.857233,0.49881,3.374587,2.064509,0.754431,-0.555647,-0.555647,-1.865725,2.290925,4.684664,2.011862,3.973325,1.861716,1.503293,1.14487,0.786447,0.786447,0.428024,3.316773,2.006695,0.696617,-0.613461,-1.923539
57,10,57,10,2.774498,2.540948,2.307398,2.073848,1.840299,7.278001,6.999673,6.721345,6.443016,6.164688,6.164688,2.956057,2.722507,2.488958,2.255408,2.021858,7.427935,7.149607,6.871279,6.592951,6.592951,6.314623,3.189607,7.706263,3.008048,7.556329,2.982052,2.748503,2.514953,2.281403,2.281403,2.047853,7.492132,7.213804,6.935476,6.657148,6.37882,2.153521,3.365141,4.57676,5.78838,7,1.944659,3.208494,4.472329,5.736165,7,7,1.21162,2.42324,3.634859,4.846479,6.058099,1.263835,2.527671,3.791506,5.055341,5.055341,6.319177,0,0,0.941901,0.680823,1.07676,2.28838,3.5,4.71162,4.71162,5.92324,0.972329,2.236165,3.5,4.763835,6.027671,1.673807,1.310292,0.946777,0.583262,0.219747,2.746435,1.41556,0.084686,-1.246189,-2.577064,-2.577064,1.9564,1.592885,1.22937,0.865855,0.50234,3.463372,2.132498,0.801623,-0.529252,-0.529252,-1.860127,2.319915,4.794247,2.037322,4.07731,1.887677,1.524162,1.160647,0.797132,0.797132,0.433617,3.421958,2.091083,0.760209,-0.570666,-1.901541
58,10,58,10,2.78115,2.545938,2.310725,2.075512,1.840299,7.253204,6.981075,6.708946,6.436817,6.164688,6.164688,2.963725,2.728512,2.493299,2.258086,2.022873,7.398657,7.126528,6.854399,6.58227,6.58227,6.310141,3.198938,7.670785,3.016363,7.525333,2.990044,2.754831,2.519618,2.284405,2.284405,2.049192,7.461995,7.189866,6.917737,6.645608,6.373479,2.152529,3.364397,4.576265,5.788132,7,1.940825,3.205618,4.470412,5.735206,7,7,1.211868,2.423735,3.635603,4.847471,6.059339,1.264794,2.529588,3.794382,5.059175,5.059175,6.323969,0,0,0.940661,0.676031,1.076265,2.288132,3.5,4.711868,4.711868,5.923735,0.970412,2.235206,3.5,4.764794,6.029588,1.693823,1.325304,0.956785,0.588266,0.219747,2.828937,1.477437,0.125936,-1.225564,-2.577064,-2.577064,1.97987,1.611351,1.242832,0.874313,0.505795,3.551312,2.199812,0.848312,-0.503189,-0.503189,-1.854689,2.348389,4.902812,2.062342,4.180437,1.913219,1.5447,1.176181,0.807662,0.807662,0.439143,3.526647,2.175146,0.823646,-0.527854,-1.879354
59,10,59,10,2.787676,2.550831,2.313987,2.077143,1.840299,7.227034,6.961448,6.695861,6.430275,6.164688,6.164688,2.971239,2.734395,2.497551,2.260706,2.023862,7.367895,7.102309,6.836723,6.571136,6.571136,6.30555,3.208083,7.633482,3.02452,7.492621,2.99788,2.761035,2.524191,2.287347,2.287347,2.050502,7.430258,7.164672,6.899085,6.633499,6.367912,2.151547,3.363661,4.575774,5.787887,7,1.937055,3.202791,4.468527,5.734264,7,7,1.212113,2.424226,3.636339,4.848453,6.060566,1.265736,2.531473,3.797209,5.062945,5.062945,6.328681,0,0,0.939434,0.671319,1.075774,2.287887,3.5,4.712113,4.712113,5.924226,0.968527,2.234264,3.5,4.765736,6.031473,1.713488,1.340053,0.966618,0.593182,0.219747,2.910798,1.538833,0.166867,-1.205098,-2.577064,-2.577064,2.002915,1.629479,1.256044,0.882609,0.509174,3.638459,2.266493,0.894527,-0.477438,-0.477438,-1.849404,2.37635,5.010424,2.086923,4.282764,1.938343,1.564908,1.191472,0.818037,0.818037,0.444602,3.630925,2.25896,0.886994,-0.484971,-1.856937
60,10,60,10,2.794086,2.555639,2.317192,2.078745,1.840299,7.199453,6.940762,6.682071,6.42338,6.164688,6.164688,2.978615,2.740169,2.501722,2.263275,2.024828,7.33561,7.076919,6.818228,6.559537,6.559537,6.300845,3.217062,7.594302,3.032532,7.458145,3.005574,2.767127,2.52868,2.290234,2.290234,2.051787,7.396878,7.138186,6.879495,6.620804,6.362113,2.150576,3.362932,4.575288,5.787644,7,1.933346,3.20001,4.466673,5.733337,7,7,1.212356,2.424712,3.637068,4.849424,6.06178,1.266663,2.533327,3.79999,5.066654,5.066654,6.333317,0,0,0.93822,0.666683,1.075288,2.287644,3.5,4.712356,4.712356,5.924712,0.966673,2.233337,3.5,4.766663,6.033327,1.732803,1.354539,0.976275,0.598011,0.219747,2.992067,1.599784,0.207501,-1.184781,-2.577064,-2.577064,2.025534,1.64727,1.269006,0.890743,0.512479,3.724866,2.332584,0.940301,-0.451982,-0.451982,-1.844264,2.403798,5.117149,2.111067,4.384349,1.96305,1.584786,1.206522,0.828258,0.828258,0.449994,3.734889,2.342607,0.950324,-0.441959,-1.834241
61,10,61,10,2.800393,2.560369,2.320346,2.080322,1.840299,7.170415,6.918983,6.667552,6.41612,6.164688,6.164688,2.985868,2.745844,2.505821,2.265797,2.025774,7.30175,7.050319,6.798887,6.547455,6.547455,6.296024,3.225891,7.553182,3.040416,7.421846,3.013142,2.773119,2.533095,2.293072,2.293072,2.053048,7.361798,7.110367,6.858935,6.607504,6.356072,2.149615,3.362212,4.574808,5.787404,7,1.929695,3.197271,4.464847,5.732424,7,7,1.212596,2.425192,3.637788,4.850385,6.062981,1.267576,2.535153,3.802729,5.070305,5.070305,6.337881,0,0,0.937019,0.662119,1.074808,2.287404,3.5,4.712596,4.712596,5.925192,0.964847,2.232424,3.5,4.767576,6.035153,1.751767,1.368762,0.985757,0.602752,0.219747,3.072792,1.660328,0.247864,-1.1646,-2.577064,-2.577064,2.04773,1.664725,1.28172,0.898715,0.51571,3.810592,2.398128,0.985665,-0.426799,-0.426799,-1.839263,2.430735,5.223056,2.134772,4.485256,1.987341,1.604336,1.221331,0.838326,0.838326,0.455321,3.838644,2.42618,1.013716,-0.398748,-1.811212
62,10,62,10,2.806609,2.565031,2.323454,2.081876,1.840299,7.139861,6.896068,6.652275,6.408482,6.164688,6.164688,2.993012,2.751434,2.509857,2.268279,2.026702,7.266252,7.022459,6.778666,6.534872,6.534872,6.291079,3.234589,7.510045,3.048186,7.383654,3.020599,2.779021,2.537444,2.295866,2.295866,2.054289,7.324953,7.08116,6.837367,6.593574,6.34978,2.148665,3.361499,4.574333,5.787166,7,1.926098,3.194573,4.463049,5.731524,7,7,1.212834,2.425667,3.638501,4.851335,6.064168,1.268476,2.536951,3.805427,5.073902,5.073902,6.342378,0,0,0.935832,0.657622,1.074333,2.287166,3.5,4.712834,4.712834,5.925667,0.963049,2.231524,3.5,4.768476,6.036951,1.770382,1.382723,0.995064,0.607406,0.219747,3.153026,1.720504,0.287981,-1.144541,-2.577064,-2.577064,2.069502,1.681843,1.294185,0.906526,0.518868,3.895696,2.463174,1.030651,-0.401872,-0.401872,-1.834394,2.45716,5.328219,2.15804,4.585549,2.011215,1.623557,1.235898,0.84824,0.84824,0.460581,3.942308,2.509785,1.077262,-0.35526,-1.787783
63,10,63,10,2.812745,2.569634,2.326522,2.08341,1.840299,7.107722,6.871964,6.636205,6.400447,6.164688,6.164688,3.000061,2.756949,2.513837,2.270726,2.027614,7.229039,6.99328,6.757522,6.521764,6.521764,6.286005,3.243172,7.464797,3.055857,7.343481,3.027959,2.784847,2.541735,2.298624,2.298624,2.055512,7.28626,7.050501,6.814743,6.578984,6.343226,2.147726,3.360795,4.573863,5.786932,7,1.922551,3.191913,4.461275,5.730638,7,7,1.213068,2.426137,3.639205,4.852274,6.065342,1.269362,2.538725,3.808087,5.077449,5.077449,6.346812,0,0,0.934658,0.653188,1.073863,2.286932,3.5,4.713068,4.713068,5.926137,0.961275,2.230638,3.5,4.769362,6.038725,1.788644,1.39642,1.004196,0.611971,0.219747,3.232828,1.780355,0.327882,-1.124591,-2.577064,-2.577064,2.090849,1.698625,1.306401,0.914177,0.521952,3.980241,2.527769,1.075296,-0.377177,-0.377177,-1.82965,2.483074,5.432714,2.180868,4.685301,2.034672,1.642448,1.250224,0.858,0.858,0.465775,4.046016,2.593543,1.14107,-0.311403,-1.763876
64,10,64,10,2.818815,2.574186,2.329557,2.084928,1.840299,7.073915,6.846609,6.619302,6.391995,6.164688,6.164688,3.00703,2.762401,2.517771,2.273142,2.028513,7.190019,6.962713,6.735406,6.508099,6.508099,6.280792,3.251659,7.417326,3.063444,7.301222,3.035237,2.790608,2.545979,2.30135,2.30135,2.05672,7.245621,7.018314,6.791007,6.563701,6.336394,2.146798,3.360099,4.573399,5.7867,7,1.91905,3.189288,4.459525,5.729763,7,7,1.2133,2.426601,3.639901,4.853202,6.066502,1.270237,2.540475,3.810712,5.08095,5.08095,6.351187,0,0,0.933498,0.648813,1.073399,2.2867,3.5,4.7133,4.7133,5.926601,0.959525,2.229763,3.5,4.770237,6.040475,1.806554,1.409852,1.013151,0.616449,0.219747,3.312258,1.839927,0.367597,-1.104734,-2.577064,-2.577064,2.111771,1.715069,1.318368,0.921666,0.524964,4.064296,2.591966,1.119635,-0.352695,-0.352695,-1.825026,2.508473,5.536626,2.203256,4.784588,2.057711,1.661009,1.264307,0.867606,0.867606,0.470904,4.149927,2.677596,1.205266,-0.267064,-1.739395
65,10,65,10,2.82483,2.578697,2.332564,2.086431,1.840299,7.03834,6.819927,6.601514,6.383101,6.164688,6.164688,3.013933,2.7678,2.521668,2.275535,2.029402,7.149083,6.93067,6.712257,6.493844,6.493844,6.275431,3.260066,7.367496,3.070963,7.256753,3.042448,2.796315,2.550182,2.304049,2.304049,2.057917,7.202918,6.984505,6.766092,6.547679,6.329266,2.145881,3.359411,4.572941,5.78647,7,1.915593,3.186694,4.457796,5.728898,7,7,1.21353,2.427059,3.640589,4.854119,6.067648,1.271102,2.542204,3.813306,5.084407,5.084407,6.355509,0,0,0.932352,0.644491,1.072941,2.28647,3.5,4.71353,4.71353,5.927059,0.957796,2.228898,3.5,4.771102,6.042204,1.824108,1.423018,1.021928,0.620837,0.219747,3.391383,1.899271,0.40716,-1.084952,-2.577064,-2.577064,2.132265,1.731175,1.330084,0.928994,0.527904,4.147933,2.655821,1.16371,-0.328402,-0.328402,-1.820514,2.533355,5.640045,2.225199,4.883495,2.080327,1.679237,1.278147,0.877056,0.877056,0.475966,4.254226,2.762114,1.270003,-0.222109,-1.714221
66,10,66,10,2.830802,2.583176,2.33555,2.087924,1.840299,7.000876,6.791829,6.582782,6.373735,6.164688,6.164688,3.020786,2.77316,2.525534,2.277908,2.030283,7.106096,6.897049,6.688002,6.478955,6.478955,6.269908,3.268412,7.315143,3.078428,7.209923,3.049607,2.801981,2.554355,2.306729,2.306729,2.059103,7.15801,6.948963,6.739916,6.530869,6.321822,2.144976,3.358732,4.572488,5.786244,7,1.912173,3.18413,4.456086,5.728043,7,7,1.213756,2.427512,3.641268,4.855024,6.06878,1.271957,2.543914,3.81587,5.087827,5.087827,6.359784,0,0,0.93122,0.640216,1.072488,2.286244,3.5,4.713756,4.713756,5.927512,0.956086,2.228043,3.5,4.771957,6.043914,1.841305,1.435915,1.030526,0.625137,0.219747,3.470279,1.958443,0.446607,-1.065228,-2.577064,-2.577064,2.152328,1.746939,1.34155,0.93616,0.530771,4.231234,2.719398,1.207562,-0.304274,-0.304274,-1.816109,2.557718,5.743069,2.246694,4.982114,2.102519,1.69713,1.29174,0.886351,0.886351,0.480962,4.359141,2.847305,1.335469,-0.176366,-1.688202
67,10,67,10,2.836743,2.587632,2.338521,2.08941,1.840299,6.96138,6.762207,6.563034,6.363861,6.164688,6.164688,3.027602,2.778491,2.52938,2.280269,2.031158,7.060901,6.861728,6.662555,6.463382,6.463382,6.264209,3.276713,7.260074,3.085854,7.160553,3.056728,2.807617,2.558506,2.309395,2.309395,2.060284,7.110727,6.911554,6.712381,6.513208,6.314035,2.144082,3.358062,4.572041,5.786021,7,1.908787,3.18159,4.454393,5.727197,7,7,1.213979,2.427959,3.641938,4.855918,6.069897,1.272803,2.545607,3.81841,5.091213,5.091213,6.364016,0,0,0.930103,0.635984,1.072041,2.286021,3.5,4.713979,4.713979,5.927959,0.954393,2.227197,3.5,4.772803,6.045607,1.85814,1.448542,1.038944,0.629345,0.219747,3.549027,2.017504,0.485982,-1.045541,-2.577064,-2.577064,2.171958,1.76236,1.352761,0.943163,0.533565,4.314285,2.782763,1.25124,-0.280283,-0.280283,-1.811806,2.581556,5.845808,2.267738,5.08055,2.124283,1.714685,1.305086,0.895488,0.895488,0.48589,4.464953,2.93343,1.401908,-0.129615,-1.661138
68,10,68,10,2.842666,2.592074,2.341483,2.090891,1.840299,6.919677,6.73093,6.542183,6.353436,6.164688,6.164688,3.034398,2.783806,2.533214,2.282622,2.03203,7.013305,6.824558,6.63581,6.447063,6.447063,6.258316,3.28499,7.202052,3.093258,7.108425,3.063828,2.813236,2.562644,2.312052,2.312052,2.06146,7.060865,6.872118,6.68337,6.494623,6.305876,2.1432,3.3574,4.5716,5.7858,7,1.90543,3.179072,4.452715,5.726357,7,7,1.2142,2.4284,3.6426,4.8568,6.070999,1.273643,2.547285,3.820928,5.09457,5.09457,6.368213,0,0,0.929001,0.631787,1.0716,2.2858,3.5,4.7142,4.7142,5.9284,0.952715,2.226357,3.5,4.773643,6.047285,1.87461,1.460894,1.047179,0.633463,0.219747,3.627721,2.076525,0.525329,-1.025868,-2.577064,-2.577064,2.191149,1.777434,1.363718,0.950002,0.536287,4.397188,2.845992,1.294795,-0.256401,-0.256401,-1.807597,2.604865,5.948384,2.288326,5.178917,2.145613,1.731898,1.318182,0.904466,0.904466,0.490751,4.572031,3.020834,1.469638,-0.081558,-1.632755
69,10,69,10,2.848584,2.596513,2.344441,2.09237,1.840299,6.87556,6.697842,6.520124,6.342406,6.164688,6.164688,3.041187,2.789116,2.537044,2.284973,2.032902,6.963077,6.785359,6.607642,6.429924,6.429924,6.252206,3.293259,7.140795,3.100656,7.053277,3.070921,2.81885,2.566779,2.314707,2.314707,2.062636,7.008177,6.830459,6.652742,6.475024,6.297306,2.142331,3.356748,4.571165,5.785583,7,1.902095,3.176572,4.451048,5.725524,7,7,1.214417,2.428835,3.643252,4.857669,6.072087,1.274476,2.548952,3.823428,5.097905,5.097905,6.372381,0,0,0.927913,0.627619,1.071165,2.285583,3.5,4.714417,4.714417,5.928835,0.951048,2.225524,3.5,4.774476,6.048952,1.89071,1.472969,1.055228,0.637488,0.219747,3.706467,2.135584,0.564701,-1.006181,-2.577064,-2.577064,2.209897,1.792157,1.374416,0.956676,0.538935,4.480052,2.90917,1.338287,-0.232596,-0.232596,-1.803478,2.627638,6.050935,2.30845,5.27735,2.166505,1.748764,1.331023,0.913283,0.913283,0.495542,4.680871,3.109988,1.539106,-0.031777,-1.60266
70,10,70,10,2.85451,2.600957,2.347404,2.093851,1.840299,6.828771,6.66275,6.49673,6.330709,6.164688,6.164688,3.047987,2.794434,2.540881,2.287328,2.033776,6.909935,6.743915,6.577894,6.411873,6.411873,6.245853,3.301539,7.075956,3.108062,6.994792,3.078024,2.824472,2.570919,2.317366,2.317366,2.063814,6.952364,6.786343,6.620322,6.454302,6.288281,2.141473,3.356105,4.570737,5.785368,7,1.898778,3.174084,4.449389,5.724695,7,7,1.214632,2.429263,3.643895,4.858527,6.073158,1.275305,2.550611,3.825916,5.101222,5.101222,6.376527,0,0,0.926842,0.623473,1.070737,2.285368,3.5,4.714632,4.714632,5.929263,0.949389,2.224695,3.5,4.775305,6.050611,1.906434,1.484762,1.06309,0.641419,0.219747,3.785386,2.194774,0.604161,-0.986451,-2.577064,-2.577064,2.228196,1.806525,1.384853,0.963181,0.54151,4.563007,2.972395,1.381782,-0.208831,-0.208831,-1.799443,2.649868,6.15362,2.328105,5.375999,2.18695,1.765279,1.343607,0.921936,0.921936,0.500264,4.792199,3.201586,1.610974,0.020361,-1.570252
71,10,71,10,2.860456,2.605417,2.350377,2.095338,1.840299,6.778999,6.625421,6.471844,6.318266,6.164688,6.164688,3.054812,2.799772,2.544733,2.289694,2.034654,6.853534,6.699956,6.546379,6.392801,6.392801,6.239224,3.309851,7.007112,3.115495,6.932577,3.085154,2.830114,2.575075,2.320036,2.320036,2.064996,6.893055,6.739478,6.5859,6.432322,6.278745,2.140629,3.355471,4.570314,5.785157,7,1.895471,3.171603,4.447736,5.723868,7,7,1.214843,2.429686,3.644529,4.859371,6.074214,1.276132,2.552264,3.828397,5.104529,5.104529,6.380661,0,0,0.925786,0.619339,1.070314,2.285157,3.5,4.714843,4.714843,5.929686,0.947736,2.223868,3.5,4.776132,6.052264,1.921776,1.496269,1.070762,0.645254,0.219747,3.864622,2.2542,0.643779,-0.966642,-2.577064,-2.577064,2.246039,1.820532,1.395025,0.969517,0.54401,4.6462,3.035778,1.425357,-0.185065,-0.185065,-1.795486,2.671546,6.256621,2.347283,5.475043,2.206943,1.781436,1.355929,0.930422,0.930422,0.504915,4.907176,3.296754,1.686333,0.075911,-1.53451
72,10,72,10,2.866437,2.609902,2.353368,2.096833,1.840299,6.725855,6.585563,6.445272,6.30498,6.164688,6.164688,3.061679,2.805145,2.54861,2.292076,2.035541,6.793444,6.653152,6.512861,6.372569,6.372569,6.232278,3.318214,6.933736,3.122972,6.866147,3.092325,2.835791,2.579256,2.322722,2.322722,2.066187,6.829795,6.689504,6.549212,6.40892,6.268629,2.139797,3.354848,4.569898,5.784949,7,1.892166,3.169124,4.446083,5.723041,7,7,1.215051,2.430102,3.645152,4.860203,6.075254,1.276959,2.553917,3.830876,5.107834,5.107834,6.384793,0,0,0.924746,0.615207,1.069898,2.284949,3.5,4.715051,4.715051,5.930102,0.946083,2.223041,3.5,4.776959,6.053917,1.936729,1.507484,1.078238,0.648993,0.219747,3.944341,2.31399,0.683639,-0.946713,-2.577064,-2.577064,2.263418,1.834172,1.404927,0.975681,0.546436,4.729804,3.099453,1.469102,-0.16125,-0.16125,-1.791601,2.692663,6.360156,2.365975,5.574693,2.226474,1.797229,1.367983,0.938738,0.938738,0.509492,5.027999,3.397647,1.767296,0.136945,-1.493407
73,10,73,10,2.872467,2.614425,2.356383,2.098341,1.840299,6.668852,6.542811,6.41677,6.290729,6.164688,6.164688,3.068606,2.810564,2.552522,2.29448,2.036438,6.729127,6.603086,6.477045,6.351005,6.351005,6.224964,3.326648,6.855168,3.130509,6.794892,3.099558,2.841515,2.583473,2.325431,2.325431,2.067389,6.76201,6.635969,6.509928,6.383887,6.257847,2.138978,3.354234,4.569489,5.784745,7,1.888852,3.166639,4.444426,5.722213,7,7,1.215255,2.430511,3.645766,4.861022,6.076277,1.277787,2.555574,3.833361,5.111148,5.111148,6.388935,0,0,0.923723,0.611065,1.069489,2.284745,3.5,4.715255,4.715255,5.930511,0.944426,2.222213,3.5,4.777787,6.055574,1.951286,1.518401,1.085516,0.652632,0.219747,4.024747,2.374294,0.723841,-0.926611,-2.577064,-2.577064,2.280324,1.847439,1.414554,0.98167,0.548785,4.814029,3.163576,1.513123,-0.137329,-0.137329,-1.787782,2.713208,6.464481,2.38417,5.675199,2.245534,1.81265,1.379765,0.94688,0.94688,0.513996,5.160454,3.510001,1.859549,0.209096,-1.441357
